user;gender;age;how_tall_in_meters;weight;body_mass_index;x1;y1;z1;x2;y2;z2;x3;y3;z3;x4;y4;z4;class
debora;Woman;46;1,62;75;28,6;-7;104;-100;6;87;-124;21;108;-95;-177;-90;-157;standing
debora;Woman;46;1,62;75;28,6;-6;105;-99;6;88;-123;19;108;-96;-178;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-10;99;-102;4;85;-125;19;108;-96;-178;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-7;105;-100;6;88;-123;21;108;-95;-178;-89;-158;standing
debora;Woman;46;1,62;75;28,6;-5;106;-98;6;89;-121;19;108;-96;-177;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-10;100;-102;4;86;-125;20;108;-96;-178;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-7;105;-100;5;88;-122;21;108;-95;-177;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-4;108;-98;7;91;-120;20;108;-96;-177;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-9;101;-102;4;85;-124;20;108;-96;-177;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-6;105;-99;5;88;-122;21;108;-96;-177;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-3;109;-97;9;94;-118;20;108;-95;-178;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-9;102;-100;4;84;-124;20;108;-95;-177;-90;-156;standing
debora;Woman;46;1,62;75;28,6;-6;105;-97;7;90;-120;20;108;-96;-177;-91;-158;standing
debora;Woman;46;1,62;75;28,6;-3;108;-95;9;93;-119;21;108;-96;-178;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-9;102;-99;4;84;-123;21;108;-95;-178;-90;-156;standing
debora;Woman;46;1,62;75;28,6;-5;106;-97;8;91;-120;20;108;-96;-179;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-3;108;-97;9;91;-120;20;108;-95;-178;-90;-157;standing
debora;Woman;46;1,62;75;28,6;-8;103;-100;5;85;-123;21;108;-95;-178;-90;-156;standing
debora;Woman;46;1,62;75;28,6;-3;109;-97;10;93;-119;19;108;-97;-179;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-4;107;-98;8;88;-122;21;108;-95;-177;-89;-158;standing
debora;Woman;46;1,62;75;28,6;-7;103;-100;6;86;-122;21;108;-95;-177;-90;-157;standing
debora;Woman;46;1,62;75;28,6;-2;108;-97;9;92;-120;20;108;-97;-178;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-6;105;-99;6;84;-123;21;108;-95;-177;-89;-157;standing
debora;Woman;46;1,62;75;28,6;-7;104;-99;6;87;-122;21;108;-96;-177;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-2;108;-97;8;91;-120;20;107;-97;-178;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-8;104;-100;4;81;-125;21;108;-96;-177;-90;-157;standing
debora;Woman;46;1,62;75;28,6;-6;106;-98;8;91;-120;21;108;-96;-177;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-4;108;-96;8;89;-121;19;108;-96;-177;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-9;101;-99;4;81;-123;20;108;-97;-176;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-5;106;-97;8;93;-118;20;108;-96;-176;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-5;105;-98;6;85;-122;19;107;-97;-176;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-10;101;-100;4;82;-122;20;108;-96;-176;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-3;108;-96;9;93;-118;19;108;-97;-177;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-7;104;-99;4;82;-124;19;108;-97;-177;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-9;102;-98;4;83;-123;20;108;-96;-175;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-3;107;-96;9;92;-119;19;108;-97;-176;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-8;102;-100;3;81;-123;19;108;-97;-177;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-8;102;-96;5;83;-122;19;108;-98;-176;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-4;106;-95;9;90;-120;19;108;-97;-177;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-9;101;-97;4;81;-124;20;108;-97;-177;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-7;103;-97;5;84;-121;19;108;-97;-176;-90;-159;standing
debora;Woman;46;1,62;75;28,6;-4;107;-96;7;88;-121;20;108;-97;-177;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-9;102;-98;3;82;-123;19;108;-97;-175;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-4;107;-94;9;93;-118;19;108;-97;-175;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-3;108;-95;9;91;-118;20;108;-95;-174;-90;-157;standing
debora;Woman;46;1,62;75;28,6;-7;103;-97;5;85;-122;20;109;-95;-176;-90;-155;standing
debora;Woman;46;1,62;75;28,6;-3;109;-94;8;94;-117;18;107;-97;-174;-89;-158;standing
debora;Woman;46;1,62;75;28,6;-8;102;-98;5;85;-122;19;108;-97;-175;-92;-159;standing
debora;Woman;46;1,62;75;28,6;-7;104;-98;5;86;-121;18;108;-97;-174;-91;-158;standing
debora;Woman;46;1,62;75;28,6;-6;104;-98;5;86;-122;19;108;-97;-175;-91;-157;standing
debora;Woman;46;1,62;75;28,6;-8;103;-99;4;86;-122;20;108;-96;-175;-91;-156;standing
debora;Woman;46;1,62;75;28,6;-8;104;-99;5;87;-121;19;108;-97;-180;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-9;102;-101;4;85;-124;19;108;-96;-168;-92;-160;standing
debora;Woman;46;1,62;75;28,6;-8;104;-100;5;87;-123;20;108;-95;-175;-90;-158;standing
debora;Woman;46;1,62;75;28,6;-7;105;-100;5;88;-123;19;108;-96;-174;-91;-159;standing
debora;Woman;46;1,62;75;28,6;-11;100;-102;4;86;-125;18;108;-95;-173;-91;-158;standing
debora;Woman;46;1,62;75;28,6;-7;105;-100;5;88;-122;21;109;-94;-174;-89;-158;standing
debora;Woman;46;1,62;75;28,6;-6;105;-98;4;88;-122;18;108;-94;-173;-91;-158;standing
debora;Woman;46;1,62;75;28,6;-10;100;-101;3;86;-124;17;108;-93;-174;-91;-158;standing
debora;Woman;46;1,62;75;28,6;-11;86;-97;8;71;-92;19;84;-86;-196;-103;-157;standingup
debora;Woman;46;1,62;75;28,6;-13;95;-94;6;76;-109;24;82;-87;-192;-104;-155;standingup
debora;Woman;46;1,62;75;28,6;-14;94;-88;7;81;-110;33;85;-79;-188;-94;-148;standingup
debora;Woman;46;1,62;75;28,6;-11;103;-83;7;79;-111;35;84;-80;-181;-92;-150;standingup
debora;Woman;46;1,62;75;28,6;-12;96;-86;8;76;-118;30;80;-87;-182;-93;-152;standingup
debora;Woman;46;1,62;75;28,6;-12;98;-89;11;79;-115;32;82;-82;-188;-92;-150;standingup
debora;Woman;46;1,62;75;28,6;-7;83;-73;10;-7;-76;11;43;-104;-211;-106;-166;standingup
debora;Woman;46;1,62;75;28,6;-4;91;-76;10;-5;-68;24;64;-83;-192;-94;-151;standingup
debora;Woman;46;1,62;75;28,6;-6;96;-96;-3;-8;-78;23;65;-85;-198;-95;-152;standingup
debora;Woman;46;1,62;75;28,6;-7;101;-109;13;-1;-66;18;65;-82;-215;-88;-156;standingup
debora;Woman;46;1,62;75;28,6;-4;96;-117;18;10;-54;18;67;-77;-225;-84;-156;standingup
debora;Woman;46;1,62;75;28,6;1;99;-120;16;14;-54;17;68;-74;-209;-88;-157;standingup
debora;Woman;46;1,62;75;28,6;-6;93;-126;10;34;-60;13;64;-78;-217;-92;-160;standingup
debora;Woman;46;1,62;75;28,6;-11;92;-119;4;60;-74;14;84;-81;-212;-94;-158;standingup
debora;Woman;46;1,62;75;28,6;-11;87;-105;8;75;-92;15;83;-86;-199;-102;-161;standingup
debora;Woman;46;1,62;75;28,6;-9;92;-93;14;78;-109;20;83;-86;-190;-103;-161;standingup
debora;Woman;46;1,62;75;28,6;-9;99;-89;12;83;-117;30;80;-85;-175;-92;-160;standingup
debora;Woman;46;1,62;75;28,6;-30;61;-91;-63;-59;-87;26;78;-88;-182;-93;-162;standingup
debora;Woman;46;1,62;75;28,6;-5;88;-68;10;-7;-63;17;55;-90;-194;-97;-158;standingup
debora;Woman;46;1,62;75;28,6;-4;91;-71;10;-6;-66;25;64;-82;-188;-93;-154;standingup
debora;Woman;46;1,62;75;28,6;-4;91;-77;6;-10;-71;24;63;-82;-192;-96;-155;standingup
debora;Woman;46;1,62;75;28,6;-6;89;-81;8;-9;-73;24;65;-81;-190;-95;-153;standingup
debora;Woman;46;1,62;75;28,6;-8;98;-95;6;-12;-76;22;65;-81;-196;-97;-155;standingup
debora;Woman;46;1,62;75;28,6;-3;98;-120;20;12;-47;16;63;-80;-237;-89;-164;standingup
debora;Woman;46;1,62;75;28,6;-12;91;-136;11;45;-58;19;67;-74;-215;-87;-159;standingup
debora;Woman;46;1,62;75;28,6;-9;93;-123;4;73;-75;6;74;-92;-219;-103;-168;standingup
debora;Woman;46;1,62;75;28,6;-10;89;-118;8;73;-80;10;76;-90;-209;-104;-163;standingup
debora;Woman;46;1,62;75;28,6;-11;87;-107;7;76;-92;17;82;-81;-202;-100;-158;standingup
debora;Woman;46;1,62;75;28,6;-13;95;-94;12;85;-105;24;77;-86;-193;-106;-161;standingup
debora;Woman;46;1,62;75;28,6;-13;95;-94;7;86;-108;28;76;-86;-182;-95;-158;standingup
debora;Woman;46;1,62;75;28,6;-9;100;-92;14;84;-115;36;80;-77;-178;-90;-152;standingup
debora;Woman;46;1,62;75;28,6;-10;97;-88;14;82;-119;31;75;-86;-186;-95;-160;standingup
debora;Woman;46;1,62;75;28,6;-8;97;-86;14;84;-118;29;74;-88;-181;-94;-161;standingup
debora;Woman;46;1,62;75;28,6;-19;77;-76;-43;-39;-107;28;74;-86;-180;-93;-160;standingup
debora;Woman;46;1,62;75;28,6;-4;89;-68;11;-7;-78;18;50;-95;-195;-100;-161;standingup
debora;Woman;46;1,62;75;28,6;-1;91;-70;10;-11;-83;27;65;-78;-181;-91;-151;standingup
debora;Woman;46;1,62;75;28,6;-6;87;-72;8;-11;-84;28;66;-78;-182;-92;-151;standingup
debora;Woman;46;1,62;75;28,6;-3;91;-77;9;-7;-83;25;63;-81;-186;-93;-153;standingup
debora;Woman;46;1,62;75;28,6;-8;93;-100;2;-13;-89;26;67;-79;-193;-93;-151;standingup
debora;Woman;46;1,62;75;28,6;-3;100;-104;16;6;-77;21;62;-84;-217;-88;-159;standingup
debora;Woman;46;1,62;75;28,6;-9;95;-131;13;16;-51;18;65;-76;-212;-91;-157;standingup
debora;Woman;46;1,62;75;28,6;-13;93;-130;11;49;-60;13;66;-83;-221;-96;-163;standingup
debora;Woman;46;1,62;75;28,6;-9;95;-124;7;62;-66;10;80;-88;-214;-97;-162;standingup
debora;Woman;46;1,62;75;28,6;-13;96;-117;6;64;-76;17;82;-87;-211;-95;-158;standingup
debora;Woman;46;1,62;75;28,6;-14;91;-110;7;68;-83;25;89;-78;-203;-94;-152;standingup
debora;Woman;46;1,62;75;28,6;-14;96;-103;5;78;-91;30;87;-78;-201;-97;-153;standingup
debora;Woman;46;1,62;75;28,6;-13;98;-97;12;77;-103;31;78;-92;-194;-97;-154;standingup
debora;Woman;46;1,62;75;28,6;-8;100;-92;8;80;-103;35;76;-91;-193;-95;-152;standingup
debora;Woman;46;1,62;75;28,6;-14;100;-96;10;82;-110;40;80;-82;-188;-95;-149;standingup
debora;Woman;46;1,62;75;28,6;-13;99;-90;8;80;-117;41;72;-97;-182;-90;-152;standingup
debora;Woman;46;1,62;75;28,6;-25;69;-78;-69;-60;-122;22;50;-95;-200;-102;-160;standingup
debora;Woman;46;1,62;75;28,6;4;97;-53;17;-2;-70;20;48;-100;-203;-104;-162;standingup
debora;Woman;46;1,62;75;28,6;2;99;-65;12;-8;-78;34;70;-75;-175;-97;-146;standingup
debora;Woman;46;1,62;75;28,6;-1;111;-99;13;3;-55;32;71;-72;-214;-82;-154;standingup
debora;Woman;46;1,62;75;28,6;2;107;-100;5;14;-48;9;68;-72;-226;-79;-158;standingup
debora;Woman;46;1,62;75;28,6;-15;94;-136;9;48;-53;26;64;-72;-221;-84;-156;standingup
debora;Woman;46;1,62;75;28,6;-12;96;-118;1;69;-66;28;81;-78;-220;-99;-162;standingup
debora;Woman;46;1,62;75;28,6;-13;91;-118;2;71;-70;32;84;-77;-212;-95;-157;standingup
debora;Woman;46;1,62;75;28,6;-11;99;-110;10;79;-81;28;74;-86;-211;-101;-159;standingup
debora;Woman;46;1,62;75;28,6;-10;90;-89;17;80;-105;35;77;-84;-194;-97;-153;standingup
debora;Woman;46;1,62;75;28,6;-11;96;-85;12;85;-109;38;69;-98;-189;-96;-155;standingup
debora;Woman;46;1,62;75;28,6;-11;98;-82;10;78;-113;34;67;-99;-187;-93;-152;standingup
debora;Woman;46;1,62;75;28,6;-15;76;-78;-33;-38;-71;39;75;-87;-188;-93;-151;standingup
debora;Woman;46;1,62;75;28,6;-19;73;-81;-35;-39;-72;26;54;-96;-193;-100;-159;standingup
debora;Woman;46;1,62;75;28,6;0;91;-66;10;-7;-47;22;49;-102;-200;-103;-162;standingup
debora;Woman;46;1,62;75;28,6;-4;90;-77;7;-14;-56;33;66;-83;-184;-96;-152;standingup
debora;Woman;46;1,62;75;28,6;-9;87;-82;5;-16;-64;32;67;-83;-190;-96;-149;standingup
debora;Woman;46;1,62;75;28,6;-5;104;-95;3;-9;-64;29;62;-88;-196;-96;-152;standingup
debora;Woman;46;1,62;75;28,6;-1;100;-132;22;17;-46;25;64;-82;-232;-85;-163;standingup
debora;Woman;46;1,62;75;28,6;-9;92;-127;6;53;-56;26;65;-80;-218;-92;-160;standingup
debora;Woman;46;1,62;75;28,6;-9;92;-108;9;74;-79;23;70;-86;-210;-101;-163;standingup
debora;Woman;46;1,62;75;28,6;-10;89;-107;8;74;-88;27;70;-84;-201;-102;-161;standingup
debora;Woman;46;1,62;75;28,6;-11;88;-96;13;78;-93;33;75;-79;-197;-100;-159;standingup
debora;Woman;46;1,62;75;28,6;-9;94;-86;10;81;-108;33;70;-83;-190;-102;-159;standingup
debora;Woman;46;1,62;75;28,6;-12;98;-85;11;82;-122;44;74;-74;-175;-89;-150;standingup
debora;Woman;46;1,62;75;28,6;-9;99;-86;12;84;-120;35;68;-82;-187;-93;-158;standingup
debora;Woman;46;1,62;75;28,6;-6;86;-74;7;-11;-47;27;45;-95;-196;-100;-162;standingup
debora;Woman;46;1,62;75;28,6;-9;83;-77;4;-16;-51;34;56;-83;-186;-93;-154;standingup
debora;Woman;46;1,62;75;28,6;-10;82;-81;4;-15;-55;36;60;-79;-182;-92;-152;standingup
debora;Woman;46;1,62;75;28,6;-13;83;-92;2;-15;-80;31;56;-85;-195;-97;-155;standingup
debora;Woman;46;1,62;75;28,6;-10;92;-115;6;-12;-76;33;59;-84;-204;-91;-154;standingup
debora;Woman;46;1,62;75;28,6;-9;93;-125;11;7;-58;26;55;-81;-221;-89;-160;standingup
debora;Woman;46;1,62;75;28,6;-9;93;-128;7;27;-66;25;56;-79;-215;-93;-161;standingup
debora;Woman;46;1,62;75;28,6;-11;95;-110;8;69;-83;30;78;-81;-205;-98;-161;standingup
debora;Woman;46;1,62;75;28,6;-11;92;-109;7;70;-82;31;77;-84;-197;-98;-159;standingup
debora;Woman;46;1,62;75;28,6;-12;93;-100;8;77;-94;28;73;-86;-197;-101;-162;standingup
debora;Woman;46;1,62;75;28,6;-10;94;-87;10;84;-115;41;76;-78;-181;-94;-154;standingup
debora;Woman;46;1,62;75;28,6;-8;99;-87;11;86;-118;39;69;-88;-178;-93;-160;standingup
debora;Woman;46;1,62;75;28,6;-17;76;-80;-31;-34;-66;43;75;-78;-178;-89;-154;standingup
debora;Woman;46;1,62;75;28,6;-6;87;-74;7;-12;-48;28;50;-95;-193;-98;-161;standingup
debora;Woman;46;1,62;75;28,6;-9;84;-83;4;-15;-58;35;60;-84;-186;-94;-155;standingup
debora;Woman;46;1,62;75;28,6;-6;89;-79;8;-8;-55;4;58;-85;-189;-96;-156;standingup
debora;Woman;46;1,62;75;28,6;-9;86;-86;6;-13;-75;33;58;-84;-189;-96;-155;standingup
debora;Woman;46;1,62;75;28,6;-8;100;-113;11;-6;-69;34;61;-83;-205;-81;-150;standingup
debora;Woman;46;1,62;75;28,6;-1;100;-124;18;12;-50;27;57;-80;-225;-84;-160;standingup
debora;Woman;46;1,62;75;28,6;-12;89;-133;7;15;-62;30;61;-79;-207;-89;-154;standingup
debora;Woman;46;1,62;75;28,6;-16;94;-130;3;58;-65;27;68;-80;-213;-95;-159;standingup
debora;Woman;46;1,62;75;28,6;-13;94;-121;11;70;-72;27;70;-89;-210;-102;-164;standingup
debora;Woman;46;1,62;75;28,6;-10;94;-110;5;77;-82;25;69;-89;-202;-97;-163;standingup
debora;Woman;46;1,62;75;28,6;-13;89;-103;4;78;-91;30;70;-87;-195;-98;-161;standingup
debora;Woman;46;1,62;75;28,6;-6;91;-97;4;80;-88;36;71;-84;-191;-99;-159;standingup
debora;Woman;46;1,62;75;28,6;-13;101;-94;6;86;-105;41;73;-83;-189;-99;-159;standingup
debora;Woman;46;1,62;75;28,6;-14;98;-90;15;87;-112;39;66;-90;-185;-94;-158;standingup
debora;Woman;46;1,62;75;28,6;-14;84;-77;-28;-24;-80;49;76;-73;-181;-90;-152;standingup
debora;Woman;46;1,62;75;28,6;-7;87;-75;6;-9;-60;31;53;-91;-192;-99;-160;standingup
debora;Woman;46;1,62;75;28,6;-9;84;-76;6;-7;-59;39;64;-79;-183;-92;-153;standingup
debora;Woman;46;1,62;75;28,6;-6;87;-75;7;-5;-60;35;60;-84;-188;-94;-155;standingup
debora;Woman;46;1,62;75;28,6;-12;79;-86;3;-12;-73;37;64;-81;-184;-92;-152;standingup
debora;Woman;46;1,62;75;28,6;-15;82;-101;5;-11;-84;32;58;-85;-198;-97;-157;standingup
debora;Woman;46;1,62;75;28,6;-13;87;-116;11;-5;-78;32;60;-86;-219;-87;-158;standingup
debora;Woman;46;1,62;75;28,6;-16;87;-139;8;11;-60;30;62;-77;-214;-90;-160;standingup
debora;Woman;46;1,62;75;28,6;-9;95;-124;5;66;-57;22;60;-87;-227;-100;-167;standingup
debora;Woman;46;1,62;75;28,6;-12;89;-111;4;76;-87;38;81;-71;-205;-95;-155;standingup
debora;Woman;46;1,62;75;28,6;-11;90;-98;12;85;-96;36;67;-90;-196;-104;-162;standingup
debora;Woman;46;1,62;75;28,6;-8;98;-89;10;88;-115;51;76;-70;-174;-88;-153;standingup
debora;Woman;46;1,62;75;28,6;-10;99;-85;11;84;-117;51;68;-86;-172;-90;-155;standingup
debora;Woman;46;1,62;75;28,6;-6;85;-67;8;-14;-56;28;48;-94;-193;-99;-163;standingup
debora;Woman;46;1,62;75;28,6;-3;95;-58;15;-5;-49;38;61;-80;-179;-91;-154;standingup
debora;Woman;46;1,62;75;28,6;-8;85;-71;4;-14;-72;41;66;-75;-176;-91;-151;standingup
debora;Woman;46;1,62;75;28,6;-7;88;-78;10;-6;-73;36;60;-82;-183;-95;-155;standingup
debora;Woman;46;1,62;75;28,6;-5;103;-107;15;0;-70;36;62;-81;-207;-79;-150;standingup
debora;Woman;46;1,62;75;28,6;-3;97;-111;16;7;-51;32;62;-78;-227;-81;-164;standingup
debora;Woman;46;1,62;75;28,6;-8;95;-124;4;53;-60;30;64;-79;-214;-94;-161;standingup
debora;Woman;46;1,62;75;28,6;-9;92;-116;10;67;-81;37;75;-77;-205;-97;-160;standingup
debora;Woman;46;1,62;75;28,6;-11;91;-97;14;76;-101;36;68;-82;-192;-101;-162;standingup
debora;Woman;46;1,62;75;28,6;-12;92;-95;16;78;-101;38;68;-84;-183;-99;-162;standingup
debora;Woman;46;1,62;75;28,6;-13;95;-91;9;83;-113;43;70;-79;-179;-95;-157;standingup
debora;Woman;46;1,62;75;28,6;-11;100;-91;10;84;-116;40;62;-89;-179;-94;-162;standingup
debora;Woman;46;1,62;75;28,6;-10;100;-87;11;83;-121;50;64;-89;-176;-90;-158;standingup
debora;Woman;46;1,62;75;28,6;-11;99;-90;13;82;-121;49;66;-84;-178;-90;-158;standingup
debora;Woman;46;1,62;75;28,6;-10;104;-84;14;85;-118;49;69;-77;-179;-89;-155;standingup
debora;Woman;46;1,62;75;28,6;-16;77;-80;-30;-38;-75;53;73;-75;-179;-89;-155;standingup
debora;Woman;46;1,62;75;28,6;-5;88;-73;9;-14;-56;34;52;-90;-189;-96;-160;standingup
debora;Woman;46;1,62;75;28,6;-9;84;-82;4;-18;-68;38;58;-85;-185;-94;-156;standingup
debora;Woman;46;1,62;75;28,6;-6;87;-79;7;-13;-65;36;57;-87;-188;-96;-157;standingup
debora;Woman;46;1,62;75;28,6;-11;85;-89;3;-20;-82;37;58;-85;-186;-95;-156;standingup
debora;Woman;46;1,62;75;28,6;-14;94;-114;7;-10;-80;35;61;-81;-220;-86;-158;standingup
debora;Woman;46;1,62;75;28,6;-4;98;-117;14;8;-53;32;58;-81;-224;-84;-158;standingup
debora;Woman;46;1,62;75;28,6;-10;95;-119;5;61;-76;33;63;-78;-209;-94;-157;standingup
debora;Woman;46;1,62;75;28,6;-9;87;-103;6;72;-84;30;67;-86;-207;-101;-159;standingup
debora;Woman;46;1,62;75;28,6;-13;85;-99;17;70;-98;37;70;-79;-189;-106;-156;standingup
debora;Woman;46;1,62;75;28,6;-12;91;-83;5;88;-104;39;66;-84;-178;-99;-162;standingup
debora;Woman;46;1,62;75;28,6;-7;111;-96;12;88;-113;53;76;-70;-175;-86;-156;standingup
debora;Woman;46;1,62;75;28,6;-10;85;-82;-24;-27;-98;60;89;-45;-173;-81;-151;standingup
debora;Woman;46;1,62;75;28,6;-2;93;-74;10;-5;-76;32;46;-92;-186;-95;-161;standingup
debora;Woman;46;1,62;75;28,6;1;96;-71;13;5;-67;42;60;-76;-173;-89;-152;standingup
debora;Woman;46;1,62;75;28,6;-1;93;-76;8;-6;-79;44;64;-72;-170;-87;-149;standingup
debora;Woman;46;1,62;75;28,6;-2;96;-79;13;-2;-70;40;58;-80;-177;-90;-152;standingup
debora;Woman;46;1,62;75;28,6;-4;107;-125;5;5;-56;39;56;-87;-193;-81;-149;standingup
debora;Woman;46;1,62;75;28,6;-1;110;-127;14;43;-36;35;56;-81;-232;-81;-161;standingup
debora;Woman;46;1,62;75;28,6;1;104;-127;8;75;-40;42;77;-69;-203;-80;-144;standingup
debora;Woman;46;1,62;75;28,6;-8;94;-114;9;62;-60;41;84;-65;-217;-95;-156;standingup
debora;Woman;46;1,62;75;28,6;-9;91;-104;10;77;-79;45;91;-57;-205;-96;-155;standingup
debora;Woman;46;1,62;75;28,6;-7;86;-97;13;78;-93;50;91;-53;-191;-96;-152;standingup
debora;Woman;46;1,62;75;28,6;-7;95;-92;21;89;-102;50;73;-76;-192;-102;-160;standingup
debora;Woman;46;1,62;75;28,6;-7;98;-91;16;89;-103;54;73;-74;-181;-91;-156;standingup
debora;Woman;46;1,62;75;28,6;-7;100;-87;11;85;-114;58;84;-51;-178;-84;-151;standingup
debora;Woman;46;1,62;75;28,6;-22;67;-93;-36;-48;-127;56;76;-69;-177;-87;-155;standingup
debora;Woman;46;1,62;75;28,6;-4;93;-73;11;-5;-79;26;39;-101;-201;-102;-169;standingup
debora;Woman;46;1,62;75;28,6;5;96;-65;15;2;-72;43;65;-75;-175;-91;-145;standingup
debora;Woman;46;1,62;75;28,6;-6;88;-83;8;-9;-82;44;66;-75;-175;-92;-146;standingup
debora;Woman;46;1,62;75;28,6;-2;114;-94;12;-2;-77;39;63;-80;-180;-91;-147;standingup
debora;Woman;46;1,62;75;28,6;-13;91;-138;14;27;-64;38;64;-73;-227;-78;-155;standingup
debora;Woman;46;1,62;75;28,6;-2;98;-111;6;65;-53;41;74;-77;-219;-94;-158;standingup
debora;Woman;46;1,62;75;28,6;-7;83;-93;12;65;-86;50;81;-63;-189;-102;-157;standingup
debora;Woman;46;1,62;75;28,6;-12;80;-90;8;59;-94;54;79;-61;-186;-101;-154;standingup
debora;Woman;46;1,62;75;28,6;-7;96;-92;21;85;-106;55;68;-79;-186;-102;-157;standingup
debora;Woman;46;1,62;75;28,6;-9;98;-88;14;79;-114;56;69;-73;-174;-86;-153;standingup
debora;Woman;46;1,62;75;28,6;-16;74;-85;-33;-33;-99;55;66;-82;-181;-88;-156;standingup
debora;Woman;46;1,62;75;28,6;-1;88;-72;12;-4;-71;30;48;-94;-192;-97;-166;standingup
debora;Woman;46;1,62;75;28,6;-2;85;-75;11;-5;-71;44;67;-72;-172;-88;-151;standingup
debora;Woman;46;1,62;75;28,6;-1;87;-76;12;-2;-69;44;67;-73;-173;-88;-150;standingup
debora;Woman;46;1,62;75;28,6;1;96;-80;15;-7;-72;40;63;-79;-180;-92;-152;standingup
debora;Woman;46;1,62;75;28,6;-6;97;-110;0;-5;-68;42;64;-86;-193;-79;-150;standingup
debora;Woman;46;1,62;75;28,6;-4;98;-111;8;14;-59;38;65;-74;-219;-83;-158;standingup
debora;Woman;46;1,62;75;28,6;6;99;-109;13;23;-52;38;67;-71;-214;-82;-152;standingup
debora;Woman;46;1,62;75;28,6;-11;96;-121;3;28;-55;33;60;-79;-212;-87;-156;standingup
debora;Woman;46;1,62;75;28,6;-7;86;-108;8;37;-76;33;70;-81;-212;-101;-159;standingup
debora;Woman;46;1,62;75;28,6;-7;86;-94;14;29;-88;40;74;-76;-189;-103;-157;standingup
debora;Woman;46;1,62;75;28,6;-4;89;-93;20;77;-95;43;72;-75;-183;-103;-157;standingup
debora;Woman;46;1,62;75;28,6;-9;95;-88;19;74;-109;54;76;-70;-171;-91;-154;standingup
debora;Woman;46;1,62;75;28,6;-13;83;-79;-9;-24;-92;26;49;-109;-183;-99;-183;standingup
debora;Woman;46;1,62;75;28,6;-2;91;-71;12;-6;-74;38;54;-85;-181;-95;-156;standingup
debora;Woman;46;1,62;75;28,6;-7;91;-87;9;-16;-77;44;64;-74;-176;-94;-148;standingup
debora;Woman;46;1,62;75;28,6;-9;92;-89;8;-14;-73;39;63;-74;-189;-89;-149;standingup
debora;Woman;46;1,62;75;28,6;-5;106;-104;2;-8;-52;40;58;-83;-200;-90;-152;standingup
debora;Woman;46;1,62;75;28,6;-10;94;-131;17;25;-53;33;59;-74;-218;-82;-154;standingup
debora;Woman;46;1,62;75;28,6;-7;95;-125;13;31;-58;31;55;-79;-213;-95;-160;standingup
debora;Woman;46;1,62;75;28,6;-10;94;-105;7;62;-84;31;64;-81;-202;-97;-159;standingup
debora;Woman;46;1,62;75;28,6;-11;88;-103;9;64;-89;33;64;-79;-196;-102;-155;standingup
debora;Woman;46;1,62;75;28,6;-13;89;-99;16;80;-93;38;68;-77;-194;-103;-156;standingup
debora;Woman;46;1,62;75;28,6;-10;98;-88;22;80;-113;37;61;-83;-186;-100;-160;standingup
debora;Woman;46;1,62;75;28,6;-12;97;-87;12;83;-114;51;68;-72;-174;-88;-154;standingup
debora;Woman;46;1,62;75;28,6;-8;99;-87;15;83;-118;44;58;-89;-181;-94;-165;standingup
debora;Woman;46;1,62;75;28,6;1;93;-67;18;1;-74;29;40;-95;-193;-104;-160;standingup
debora;Woman;46;1,62;75;28,6;-6;93;-84;7;-9;-78;41;58;-76;-171;-101;-145;standingup
debora;Woman;46;1,62;75;28,6;-7;95;-88;6;-11;-82;41;57;-78;-187;-92;-144;standingup
debora;Woman;46;1,62;75;28,6;-10;94;-110;9;3;-65;42;61;-74;-195;-86;-141;standingup
